face_x,face_y,face_width,face_height,face_cam_x,face_cam_y,face_cam_z,torso_x,torso_y,torso_width,torso_height,torso_cam_x,torso_cam_y,torso_cam_z,person_x,person_y,person_width,person_height,person_cam_x,person_cam_y,person_cam_z,mean_cam_z
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,204.0,161.0,317.0,130.0,0.6688389961142597,-0.20815560193052388,7.287000000000001,7.287000000000001
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,221.0,167.0,310.0,123.0,0.3144478396143087,-0.06726205024788917,2.69,2.69
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,223.0,168.0,310.0,126.0,0.3215670786803041,-0.0524810685872206,2.6689999999999996,2.6689999999999996
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,222.0,167.0,311.0,128.0,0.3096587403103933,-0.051301276861767914,2.609,2.609
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,183.0,160.0,318.0,124.0,0.14811614510441748,-0.09453499038972997,2.6489999999999996,2.6489999999999996
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,180.0,159.0,319.0,129.0,0.3930985191474998,-0.2637595971028717,7.779,7.779
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,193.0,164.0,314.0,131.0,0.5345569791481168,-0.17668858436059376,7.608,7.608
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,230.0,164.0,314.0,128.0,0.3434734764963606,-0.06286126183018342,2.514,2.514
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,255.0,148.0,330.0,143.0,0.4497798314089686,-0.09424207931971583,2.2969999999999997,2.2969999999999997
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,276.0,150.0,328.0,146.0,0.5182751038482969,-0.07584910897533413,2.237,2.237
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,322.0,147.0,331.0,141.0,0.7305470060871914,-0.10309020371832504,2.312,2.312
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,308.0,150.0,328.0,137.0,0.6683462605237299,-0.09897385401135733,2.312,2.312
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,309.0,150.0,328.0,137.0,0.6768560368658295,-0.09961598541714037,2.327,2.327
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,322.0,140.0,338.0,139.0,0.6020373714257635,-0.10960515811413768,1.8630000000000002,1.8630000000000002
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,345.0,145.0,333.0,151.0,0.4950969058847137,-0.0541228599437045,1.379,1.379
-1.0,-1.0,-1.0,-1.0,,,,326.0,154.0,318.0,159.0,0.27271945048898405,-0.014057342188223515,0.873,-1.0,-1.0,-1.0,-1.0,,,,0.873
478.0,121.0,92.0,78.0,2.786128700070224,-1.0644382406712094,7.287000000000001,371.0,165.0,304.0,221.0,2.8952151711521226,0.4464042678228301,7.608,-1.0,-1.0,-1.0,-1.0,,,,7.4475
512.0,3.0,164.0,124.0,0.370253064237316,-0.2297911924049901,0.7290000000000001,-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,0.7290000000000001
458.0,3.0,159.0,128.0,0.2932912120281061,-0.2253254078758639,0.723,332.0,124.0,354.0,306.0,0.2587595284722182,0.04530816907154368,0.728,-1.0,-1.0,-1.0,-1.0,,,,0.7255
461.0,21.0,152.0,130.0,0.29085726006106793,-0.19920071582716056,0.7170000000000001,-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,0.7170000000000001
470.0,23.0,159.0,129.0,0.3045803456886069,-0.19681996954584902,0.713,-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,0.713
485.0,24.0,151.0,128.0,0.3186472559381521,-0.1955505243291241,0.713,-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,0.713
481.0,30.0,150.0,129.0,0.3179293793235291,-0.19056967144432552,0.723,-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,0.723
480.0,29.0,151.0,127.0,0.3310847455869428,-0.20195987946345265,0.7559999999999999,-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,0.7559999999999999
455.0,32.0,148.0,128.0,0.3087437175179901,-0.20515655748627115,0.789,-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,0.789
379.0,48.0,142.0,125.0,0.20493697612406275,-0.1930129887373432,0.8210000000000001,292.0,125.0,349.0,341.0,0.22682731802471956,0.0768416240663938,0.8150000000000001,-1.0,-1.0,-1.0,-1.0,,,,0.8180000000000001
455.0,60.0,130.0,115.0,2.297529442087095,-1.363398342611613,6.1240000000000006,350.0,137.0,341.0,288.0,0.3582855351393168,0.06623708890089364,0.955,-1.0,-1.0,-1.0,-1.0,,,,3.5395000000000003
229.0,74.0,120.0,110.0,-0.03299908745695114,-0.16966796210910062,0.843,170.0,124.0,347.0,312.0,0.04905141495513297,0.057441113169353214,0.85,-1.0,-1.0,-1.0,-1.0,,,,0.8465
204.0,75.0,118.0,114.0,-0.07273927635067907,-0.16614488738381153,0.848,146.0,130.0,343.0,313.0,0.009225411240417637,0.06519087041955812,0.833,-1.0,-1.0,-1.0,-1.0,,,,0.8405
182.0,77.0,118.0,111.0,-0.11609360727048658,-0.18162300778867133,0.927,126.0,126.0,352.0,315.0,-0.013422579197426593,0.061835366629078375,0.848,-1.0,-1.0,-1.0,-1.0,,,,0.8875
215.0,65.0,127.0,121.0,-0.05074939822706745,-0.17963094842844446,0.862,167.0,122.0,354.0,318.0,0.051468459674421776,0.0599948501563068,0.865,-1.0,-1.0,-1.0,-1.0,,,,0.8634999999999999
281.0,69.0,120.0,102.0,0.26551479090953045,-1.0660282312687328,4.906000000000001,200.0,134.0,343.0,315.0,0.10576874953366258,0.08541923923241344,0.98,-1.0,-1.0,-1.0,-1.0,,,,2.943
152.0,64.0,118.0,108.0,-0.1620336395388631,-0.1998706688412008,0.905,87.0,140.0,338.0,305.0,-0.08741749083028195,0.0790702532900005,0.889,-1.0,-1.0,-1.0,-1.0,,,,0.897
64.0,82.0,109.0,109.0,-0.3067636305988332,-0.1674690259925015,0.887,8.0,123.0,355.0,308.0,-0.19859428087066272,0.05476811646010775,0.88,-1.0,-1.0,-1.0,-1.0,,,,0.8835
32.0,84.0,106.0,114.0,-0.3544026181387881,-0.1574140068195879,0.875,11.0,117.0,360.0,290.0,-0.1880497014429678,0.031088815509653638,0.875,-1.0,-1.0,-1.0,-1.0,,,,0.875
27.0,82.0,108.0,119.0,-0.35985567506661964,-0.15705420337542886,0.873,11.0,115.0,362.0,297.0,-0.18520161201195545,0.03242282705670537,0.8690000000000001,-1.0,-1.0,-1.0,-1.0,,,,0.871
45.0,76.0,114.0,118.0,-0.32210526175136417,-0.16390248984996647,0.86,0.0,123.0,355.0,312.0,-0.20762060319668035,0.05691470958837681,0.865,-1.0,-1.0,-1.0,-1.0,,,,0.8625
46.0,77.0,113.0,118.0,-0.32060709774321833,-0.16161610625657413,0.856,3.0,121.0,357.0,312.0,-0.20025062929514825,0.05352338654055985,0.86,-1.0,-1.0,-1.0,-1.0,,,,0.858
43.0,79.0,113.0,121.0,-0.3259728094785585,-0.1574108921191306,0.858,0.0,121.0,357.0,312.0,-0.2053544809136411,0.053647859532514636,0.862,-1.0,-1.0,-1.0,-1.0,,,,0.86
39.0,80.0,110.0,120.0,-0.33638941887513224,-0.1571550598827576,0.865,1.0,122.0,356.0,311.0,-0.2045177401682839,0.05383456902044682,0.865,-1.0,-1.0,-1.0,-1.0,,,,0.865
43.0,78.0,114.0,121.0,-0.3278370860437925,-0.16060568646329032,0.867,1.0,121.0,357.0,313.0,-0.2049906135559562,0.05395904201240161,0.867,-1.0,-1.0,-1.0,-1.0,,,,0.867
43.0,78.0,114.0,122.0,-0.3293495985514917,-0.15979590563608714,0.871,0.0,123.0,355.0,312.0,-0.2090607461090272,0.05730949370112856,0.871,-1.0,-1.0,-1.0,-1.0,,,,0.871
42.0,79.0,112.0,119.0,-0.33094712332196563,-0.16060568646329032,0.867,0.0,120.0,358.0,310.0,-0.2049906135559562,0.05087177973217583,0.867,-1.0,-1.0,-1.0,-1.0,,,,0.867
43.0,80.0,110.0,119.0,-0.3282751165592738,-0.15777781727558546,0.86,1.0,121.0,357.0,311.0,-0.20380843008677535,0.05211313053277148,0.862,-1.0,-1.0,-1.0,-1.0,,,,0.861
42.0,80.0,112.0,118.0,-0.3275116860556476,-0.1574108921191306,0.858,0.0,121.0,357.0,312.0,-0.20487802040108047,0.05352338654055985,0.86,-1.0,-1.0,-1.0,-1.0,,,,0.8590000000000001
41.0,81.0,110.0,116.0,-0.3348277653535416,-0.15942898047963228,0.8690000000000001,1.0,121.0,357.0,311.0,-0.2049906135559562,0.052415410872288716,0.867,-1.0,-1.0,-1.0,-1.0,,,,0.868
39.0,81.0,111.0,122.0,-0.33950053488785026,-0.15549988966687225,0.873,2.0,120.0,358.0,314.0,-0.20327767369147026,0.05433246098826598,0.873,-1.0,-1.0,-1.0,-1.0,,,,0.873
42.0,81.0,113.0,125.0,-0.3340008453364705,-0.15429825769017896,0.875,3.0,123.0,355.0,312.0,-0.20531273996800573,0.05757268310962973,0.875,-1.0,-1.0,-1.0,-1.0,,,,0.875
44.0,81.0,113.0,121.0,-0.3308621110591909,-0.1574140068195879,0.875,2.0,125.0,353.0,311.0,-0.20845147424528535,0.0591305576743342,0.875,-1.0,-1.0,-1.0,-1.0,,,,0.875
-1.0,-1.0,-1.0,-1.0,,,,3.0,125.0,353.0,312.0,-0.20546348694362854,0.06027228298939955,0.8690000000000001,-1.0,-1.0,-1.0,-1.0,,,,0.8690000000000001
-1.0,-1.0,-1.0,-1.0,,,,3.0,125.0,353.0,311.0,-0.2045177401682839,0.058454779872341815,0.865,-1.0,-1.0,-1.0,-1.0,,,,0.865
56.0,85.0,108.0,110.0,-1.4234807698135736,-0.7180078574065409,3.952,0.0,124.0,354.0,311.0,-0.204500293553262,0.056059344010748025,0.852,-1.0,-1.0,-1.0,-1.0,,,,2.4019999999999997
78.0,75.0,116.0,127.0,-1.2536123959822791,-0.7406015391928891,3.998,30.0,127.0,348.0,312.0,-0.16688153810972153,0.0635125051107633,0.871,-1.0,-1.0,-1.0,-1.0,,,,2.4345
192.0,62.0,128.0,110.0,-0.08171421246340192,-0.18500718855490694,0.8310000000000001,123.0,131.0,347.0,313.0,-0.022043017043791642,0.06635380389828928,0.8290000000000001,-1.0,-1.0,-1.0,-1.0,,,,0.8300000000000001
254.0,30.0,139.0,102.0,0.016704768063974928,-0.2193464659850516,0.765,148.0,132.0,341.0,313.0,0.010539289953774124,0.06701156672368393,0.8190000000000001,-1.0,-1.0,-1.0,-1.0,,,,0.792
211.0,28.0,150.0,103.0,-0.031880266814725465,-0.20784639606764116,0.716,91.0,158.0,320.0,336.0,-0.0864839594724693,0.12047884211028173,0.8059999999999999,-1.0,-1.0,-1.0,-1.0,,,,0.7609999999999999
187.0,134.0,150.0,111.0,-0.06848053057924693,-0.07385299848248061,0.782,75.0,245.0,228.0,328.0,-0.16933832878079055,0.2303710763473588,0.775,-1.0,-1.0,-1.0,-1.0,,,,0.7785
196.0,70.0,147.0,107.0,-0.06188826093597302,-0.17485827761373884,0.8250000000000001,70.0,169.0,306.0,333.0,-0.1279061963900262,0.13438707530429858,0.812,-1.0,-1.0,-1.0,-1.0,,,,0.8185
196.0,35.0,139.0,109.0,-0.07898490101652605,-0.2618571066297554,0.961,94.0,120.0,358.0,320.0,-0.0620752690379089,0.06183366888230376,0.915,-1.0,-1.0,-1.0,-1.0,,,,0.938
213.0,44.0,137.0,107.0,-0.05408175110171858,-0.26108120346390545,1.011,123.0,126.0,352.0,321.0,-0.021760639750953645,0.08029511770764301,1.026,-1.0,-1.0,-1.0,-1.0,,,,1.0185
281.0,73.0,118.0,92.0,0.05823979481667164,-0.2438261784932058,1.113,184.0,141.0,333.0,308.0,0.07792109488370945,0.10456117925108063,1.109,-1.0,-1.0,-1.0,-1.0,,,,1.111
217.0,93.0,104.0,87.0,-0.4677252205282325,-1.1771920823711917,6.235,172.0,143.0,328.0,257.0,0.056847135860222636,0.06490639476493755,1.259,-1.0,-1.0,-1.0,-1.0,,,,3.747
253.0,106.0,91.0,77.0,-0.032502904092367266,-0.2466538986929091,1.413,192.0,139.0,337.0,245.0,0.12365374819657075,0.04731700480550712,1.402,-1.0,-1.0,-1.0,-1.0,,,,1.4075000000000002
-1.0,-1.0,-1.0,-1.0,,,,270.0,168.0,302.0,222.0,0.2987793914875594,0.09948559641344017,1.5119999999999998,-1.0,-1.0,-1.0,-1.0,,,,1.5119999999999998
-1.0,-1.0,-1.0,-1.0,,,,249.0,164.0,305.0,195.0,0.2705812643477037,0.05646315908674281,1.673,-1.0,-1.0,-1.0,-1.0,,,,1.673
263.0,157.0,60.0,58.0,-0.3119369022454318,-0.9735774500419984,9.757,232.0,162.0,308.0,179.0,0.23838073436148025,0.02819140718479429,1.768,-1.0,-1.0,-1.0,-1.0,,,,5.7625
-1.0,-1.0,-1.0,-1.0,,,,307.0,167.0,302.0,164.0,0.471445469358764,0.022118734693637596,1.786,-1.0,-1.0,-1.0,-1.0,,,,1.786
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,279.0,134.0,344.0,166.0,0.4560618958291866,-0.08088478786550242,1.814,1.814
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,324.0,135.0,343.0,162.0,0.5959135854870611,-0.08365078822630974,1.804,1.804
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,352.0,130.0,348.0,174.0,0.6962167716142529,-0.0804388959809076,1.804,1.804
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,346.0,132.0,346.0,176.0,0.6735676650694031,-0.07080321924470118,1.804,1.804
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,345.0,131.0,347.0,176.0,0.6777636979148189,-0.07483567813633506,1.824,1.824
-1.0,-1.0,-1.0,-1.0,,,,372.0,165.0,303.0,165.0,0.7493005615140023,0.017373774251384387,1.969,363.0,131.0,347.0,177.0,0.7996528954831781,-0.08123609797694267,1.98,1.9745
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,389.0,143.0,335.0,149.0,0.9296026388519234,-0.09426154440334736,2.114,2.114
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,405.0,146.0,332.0,159.0,2.8577020388968566,-0.18583745792701575,6.1240000000000006,6.1240000000000006
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,335.0,149.0,329.0,137.0,0.8187829774035866,-0.10817337120270612,2.426,2.426
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,346.0,157.0,321.0,128.0,2.1826130353944646,-0.23360971388061497,6.235,6.235
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,329.0,150.0,328.0,134.0,2.1133666973588845,-0.28840287095593703,6.468,6.468
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,295.0,156.0,322.0,132.0,0.6545955794349824,-0.08971723889761464,2.514,2.514
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,287.0,156.0,322.0,129.0,1.4806181907224696,-0.2361938877021129,6.018,6.018
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,260.0,148.0,330.0,132.0,1.3001461084949206,-0.3170085710537455,6.349,6.349
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,264.0,150.0,328.0,125.0,1.3593171745852268,-0.3459819148674144,6.468,6.468
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,272.0,152.0,326.0,133.0,1.3639084474041592,-0.26216084860101746,6.1240000000000006,6.1240000000000006
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,265.0,150.0,328.0,134.0,1.3215326737655717,-0.2780135900448774,6.235,6.235
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,254.0,158.0,320.0,139.0,1.19690650814167,-0.1732447831329822,6.468,6.468
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,256.0,162.0,316.0,143.0,1.3207052796238556,-0.11492239541506442,7.1370000000000005,7.1370000000000005
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,277.0,179.0,299.0,138.0,0.4941231658521523,0.02536496374430633,2.392,2.392
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,259.0,209.0,269.0,144.0,0.3501883500525309,0.16479510285709242,2.376,2.376
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,254.0,261.0,216.0,145.0,0.2180817146654976,0.3847705522495123,2.376,2.376
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,264.0,138.0,340.0,133.0,1.4026320601166549,-0.4300479494687023,6.349,6.349
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,276.0,154.0,324.0,136.0,1.349187716975208,-0.2110888894508316,5.915,5.915
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,272.0,149.0,329.0,130.0,1.3998127066409254,-0.31131649716807425,6.235,6.235
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,272.0,150.0,328.0,132.0,1.3998127066409254,-0.28911455908594297,6.235,6.235
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,282.0,158.0,320.0,139.0,1.5217278410287838,-0.1732447831329822,6.468,6.468
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,242.0,158.0,320.0,128.0,0.3911583330578272,-0.08536341903066594,2.392,2.392
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,188.0,153.0,325.0,147.0,0.5465718639318087,-0.22220974714114794,7.779,7.779
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,123.0,152.0,326.0,140.0,-0.10503568354181196,-0.08418574644370441,2.359,2.359
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,118.0,153.0,325.0,136.0,-0.13042176637644962,-0.08838577627014768,2.359,2.359
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,119.0,153.0,325.0,136.0,-0.1253348593781668,-0.08778629665152862,2.343,2.343
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,110.0,132.0,346.0,159.0,-0.4375276522749893,-0.48456749277010003,8.767000000000001,8.767000000000001
91.0,130.0,70.0,51.0,-0.6076312576893721,-0.2840705113381238,1.8330000000000002,-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,1.8330000000000002
68.0,129.0,68.0,48.0,-0.6621884916004789,-0.2802926826197271,1.768,-1.0,-1.0,-1.0,-1.0,,,,13.0,102.0,376.0,171.0,-0.373076938202449,-0.18561584610398485,1.894,1.831
73.0,133.0,72.0,51.0,-0.6465071119602497,-0.2672471184528305,1.786,-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,1.786
97.0,133.0,75.0,55.0,-0.5607159027596947,-0.25825810477654704,1.768,-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,1.768
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,65.0,133.0,343.0,171.0,-0.24478742936276265,-0.07808317894321616,1.824,1.824
138.0,154.0,62.0,49.0,-0.4543089604440869,-0.20365022765140892,1.786,-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,1.786
136.0,155.0,61.0,47.0,-0.4662566450703873,-0.2046764606015,1.795,-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,1.795
137.0,157.0,61.0,46.0,-0.4653588354716152,-0.19927890906078685,1.804,-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,1.804
133.0,159.0,59.0,45.0,-0.4815367687179365,-0.1960670168153847,1.804,-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,1.804
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,68.0,135.0,343.0,168.0,-0.23870892113673106,-0.07602549977337109,1.8530000000000002,1.8530000000000002
136.0,156.0,61.0,47.0,-0.39456481552196,-0.17050084655437975,1.519,-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,1.519
-1.0,-1.0,-1.0,-1.0,,,,33.0,162.0,305.0,193.0,-0.3457345889702901,0.04352161146089183,1.5319999999999998,30.0,85.0,393.0,196.0,-0.2438792321139321,-0.16851335998686384,1.6030000000000002,1.5675
-1.0,-1.0,-1.0,-1.0,,,,37.0,163.0,305.0,194.0,-0.3535347302804118,0.05172619588941247,1.618,-1.0,-1.0,-1.0,-1.0,,,,1.618
-1.0,-1.0,-1.0,-1.0,,,,108.0,161.0,307.0,188.0,-0.14396632777166773,0.0371610632227196,1.611,-1.0,-1.0,-1.0,-1.0,,,,1.611
226.0,160.0,61.0,48.0,-0.15546350169029896,-0.1633857808565304,1.581,152.0,163.0,303.0,182.0,-0.022399781413522918,0.033973493841440536,1.5959999999999999,-1.0,-1.0,-1.0,-1.0,,,,1.5885
230.0,160.0,59.0,46.0,-0.14695663501764908,-0.16620063764144213,1.581,158.0,168.0,297.0,181.0,-0.013751624586890743,0.0451408881275177,1.589,-1.0,-1.0,-1.0,-1.0,,,,1.585
228.0,158.0,62.0,46.0,-0.14695663501764908,-0.17183035121126564,1.581,156.0,169.0,297.0,180.0,-0.019451566034430545,0.047969988337021034,1.589,-1.0,-1.0,-1.0,-1.0,,,,1.585
-1.0,-1.0,-1.0,-1.0,,,,150.0,162.0,304.0,182.0,-0.025151507481970356,0.030995387080001064,1.589,-1.0,-1.0,-1.0,-1.0,,,,1.589
-1.0,-1.0,-1.0,-1.0,,,,154.0,164.0,301.0,181.0,-0.01701552975950816,0.02958844388446262,1.39,-1.0,-1.0,-1.0,-1.0,,,,1.39
257.0,155.0,65.0,53.0,-0.04736523822409357,-0.13150836493714824,1.21,170.0,166.0,304.0,174.0,0.02485299224156724,0.024187715531278364,1.24,-1.0,-1.0,-1.0,-1.0,,,,1.225
-1.0,-1.0,-1.0,-1.0,,,,183.0,158.0,313.0,177.0,0.06574381969544894,0.009163236616195456,1.301,-1.0,-1.0,-1.0,-1.0,,,,1.301
293.0,109.0,96.0,69.0,0.3567618226000051,-1.1624389882213253,6.5920000000000005,194.0,140.0,335.0,209.0,0.12661828109828738,0.004899693938716717,1.4069999999999998,-1.0,-1.0,-1.0,-1.0,,,,3.9995
-1.0,-1.0,-1.0,-1.0,,,,295.0,164.0,301.0,203.0,0.3624202799633677,0.061552266789569376,1.506,-1.0,-1.0,-1.0,-1.0,,,,1.506
450.0,118.0,89.0,73.0,2.445618083896097,-1.166892833587921,7.444,359.0,171.0,300.0,197.0,0.5779436721096524,0.07803673407332933,1.626,-1.0,-1.0,-1.0,-1.0,,,,4.535
391.0,129.0,80.0,55.0,0.3868961705553197,-0.2749855652417054,1.795,326.0,169.0,300.0,193.0,0.5317711769823265,0.07336408956658501,1.795,325.0,97.0,381.0,200.0,0.6749071296810055,-0.1478044531365497,1.8430000000000002,1.795
-1.0,-1.0,-1.0,-1.0,,,,319.0,159.0,309.0,170.0,0.5794143641756478,0.006936880117927292,1.992,-1.0,-1.0,-1.0,-1.0,,,,1.992
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,344.0,128.0,350.0,176.0,0.8352388396675471,-0.10372883218528542,2.237,2.237
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,342.0,158.0,320.0,141.0,0.8877266128994551,-0.06473659780363758,2.589,2.589
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,360.0,170.0,308.0,122.0,1.1609998257141567,-0.06264694062153796,3.1860000000000004,3.1860000000000004
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,345.0,178.0,300.0,120.0,1.082488259224556,-0.02359505181684869,3.2769999999999997,3.2769999999999997
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,50.0,138.0,340.0,160.0,-0.3621281085497423,-0.09516387433704468,2.2230000000000003,2.2230000000000003
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,57.0,135.0,343.0,150.0,-0.5676177042903987,-0.21799639879757152,3.821,3.821
252.0,156.0,62.0,53.0,-0.4869347899221022,-1.04306399691204,9.757,187.0,159.0,313.0,151.0,0.07957870732132749,-0.019749915548064958,1.379,-1.0,-1.0,-1.0,-1.0,,,,5.568
282.0,154.0,65.0,56.0,0.05555866187557616,-1.04306399691204,9.757,197.0,165.0,306.0,189.0,0.09387067877785016,0.04033222430349912,1.3359999999999999,-1.0,-1.0,-1.0,-1.0,,,,5.5465
389.0,134.0,76.0,65.0,0.3138003892270841,-0.20389887646762955,1.506,311.0,162.0,306.0,207.0,0.4118181755213103,0.06126616727593924,1.499,-1.0,-1.0,-1.0,-1.0,,,,1.5025
-1.0,-1.0,-1.0,-1.0,,,,337.0,144.0,331.0,219.0,0.5822169906154016,0.033121565300089244,1.6980000000000002,-1.0,-1.0,-1.0,-1.0,,,,1.6980000000000002
-1.0,-1.0,-1.0,-1.0,,,,321.0,166.0,301.0,182.0,0.5105028503285396,0.047317839603720296,1.777,-1.0,-1.0,-1.0,-1.0,,,,1.777
-1.0,-1.0,-1.0,-1.0,,,,308.0,162.0,307.0,168.0,0.4991016872675041,0.013051097194319895,1.8530000000000002,-1.0,-1.0,-1.0,-1.0,,,,1.8530000000000002
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,318.0,149.0,324.0,171.0,0.6077614805174272,-0.028686788138342356,2.003,2.003
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,362.0,133.0,345.0,166.0,0.8309770736929988,-0.096263323923403,2.076,2.076
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,331.0,145.0,333.0,154.0,2.081967278840438,-0.2225087448395494,6.235,6.235
-1.0,-1.0,-1.0,-1.0,,,,-1.0,-1.0,-1.0,-1.0,,,,189.0,164.0,314.0,114.0,0.4907633749193327,-0.2914594970773544,7.779,7.779
